날짜,삼성전자,LG에너지솔루션,SK하이닉스,삼성바이오로직스,LG화학,삼성SDI,현대차,기아,NAVER,POSCO홀딩스,카카오,셀트리온,포스코퓨처엠,현대모비스,삼성물산,KB금융,LG전자,신한지주,SK이노베이션,LG,삼성생명,하나금융지주,한국전력,SK,카카오뱅크,KT&G,하이브,삼성화재,SK텔레콤,삼성전기,고려아연,HD현대중공업,두산에너빌리티,크래프톤,HMM,메리츠금융지주,삼성에스디에스,LG생활건강,우리금융지주,엔씨소프트,대한항공,S-Oil,기업은행,KT,카카오페이,한화솔루션,롯데케미칼,아모레퍼시픽,LG이노텍,HD한국조선해양,SK바이오사이언스,현대글로비스,SK스퀘어,삼성엔지니어링,SK아이이테크놀로지,넷마블,DB손해보험,오리온,SK바이오팜,LG디스플레이,F&F,한온시스템,한화에어로스페이스,두산밥캣,LG유플러스,한국항공우주,CJ제일제당,현대제철,삼성중공업,HD현대,포스코인터내셔널,현대건설,한국타이어앤테크놀로지,유한양행,미래에셋증권,금호석유,강원랜드,한미약품,SKC,현대로템,GS,코웨이,삼성카드,씨에스윈드,현대해상,NH투자증권,호텔신라,BGF리테일,한국금융지주,삼성증권,쌍용C&E,롯데지주,현대미포조선,한미사이언스,LS,GS리테일,OCI,롯데에너지머티리얼즈,한진칼,대우조선해양,이마트,팬오션,DB하이텍,CJ,한화시스템,한전기술,아모레G,농심,동원산업,키움증권,한국가스공사,한솔케미칼,에스원,롯데쇼핑,제일기획,BNK금융지주,한화생명,에스디바이오센서,휠라홀딩스,한화,신세계,HL만도,HD현대인프라코어,영원무역,동서,CJ대한통운,대한전선,KCC,두산퓨얼셀,오뚜기,LS ELECTRIC,효성첨단소재,GS건설,하이트진로,효성티앤씨,LIG넥스원,대우건설,두산,롯데정밀화학,녹십자,JB금융지주,현대엘리베이,한전KPS,현대위아,효성,롯데칠성,DL이앤씨,대웅제약,금호타이어,에스엘,한국앤컴퍼니,LX인터내셔널,SK네트웍스,한올바이오파마,아이에스동서,동원시스템즈,SK케미칼,후성,풍산,GKL,코오롱인더,DGB금융지주,현대백화점,DL,영풍,동국제강,오리온홀딩스,롯데웰푸드,KG스틸,아시아나항공,종근당,일진하이솔루스,한샘,대웅,한일시멘트,태광산업,대한유화,명신산업,신풍제약,롯데관광개발,하나투어,TKG휴켐스,한국콜마,PI첨단소재,더블유게임즈,코스맥스,HDC현대산업개발,삼양식품,대상,세방전지,녹십자홀딩스,케이카,신세계인터내셔날,한세실업,한섬,보령,지누스,쿠쿠홈시스,화승엔터프라이즈,현대홈쇼핑
2023-04-20,65300,580000,87700,785000,800000,749000,192500,84100,191600,409500,57900,167900,408000,228000,107400,50400,110600,35900,185400,90300,65800,42550,18940,168200,23400,86400,257000,218000,48550,145300,548000,111800,18370,194500,21850,43100,117900,664000,11760,371500,23550,78700,10230,30500,55900,53100,176200,137200,254500,86000,75200,165400,40650,29900,82700,66400,84900,144900,70100,15920,142700,9240,107700,47050,11290,58200,319500,37350,5750,60000,29150,39350,35850,56000,6970,138300,19620,312000,107100,31700,40600,51900,30550,80800,37200,9420,85500,183000,57700,34900,6040,28800,74500,43450,95400,27850,115300,65200,44050,29800,99200,6130,65900,113400,15050,77900,41700,382500,51100,106200,27850,223000,57000,82600,19400,6820,2490,23250,36250,29500,213500,46900,8780,45750,19380,79700,1661,224500,33100,453000,64900,412000,21750,22450,408500,80200,4160,98100,60800,130000,8910,35050,37500,60100,68100,165000,33300,107800,4445,31650,12810,32000,4730,21250,38300,49800,76300,14300,45700,20150,44500,7030,52500,51700,608000,13050,16800,108400,13190,13410,83800,30200,47150,15200,12700,721000,157300,19320,18800,11710,57400,23100,43050,33850,45900,83100,11860,118700,19280,54700,15930,14680,20600,17550,25200,9040,29900,26050,8260,48350
2023-04-21,65700,572000,89100,785000,771000,734000,190400,83300,190300,396000,57900,168200,379500,230000,107800,50100,107800,35850,182000,88700,66000,42150,19080,166900,23250,87200,250000,216500,48600,141700,545000,109900,18410,193900,21700,42600,118400,610000,11750,367000,23250,78200,10190,30600,55600,55100,174200,125500,264500,85600,75900,165000,41600,29800,82900,66200,82500,144200,69300,16350,134700,9150,106500,46600,11150,57500,315500,37400,5710,60000,27950,41050,35350,56300,6930,137700,19310,312000,106900,33200,40550,51900,30400,84100,36550,9310,78700,183100,57400,34900,6030,28850,73700,43500,92700,27300,119200,64100,43950,28100,98800,5980,65300,108700,14450,80000,37350,381000,50800,104700,28100,224000,57600,81700,19150,6800,2465,21650,36600,28600,205500,46850,8790,44650,19380,79400,1628,214000,33350,450500,63700,408000,22300,22100,399500,80500,4280,97800,60300,127000,8820,35000,37700,59800,67400,159000,33950,107900,4340,31300,12460,31350,4730,21250,38400,47450,75200,14300,44800,18050,44850,6990,52400,51900,596000,12780,16570,106700,12250,13180,83800,30550,46150,14940,12600,717000,156200,18880,18630,10930,55900,23000,41350,33650,45350,76400,12090,117600,19410,53900,15860,14530,20100,17410,24900,9240,29600,25750,8020,48150
2023-04-24,65200,566000,87200,797000,767000,726000,191900,84700,190000,398500,57200,166500,363500,232000,107500,49200,107400,35350,179100,87700,65600,41600,18630,165200,22900,86000,259000,217500,47700,142200,537000,109900,18080,191000,21150,45350,117700,625000,11670,363500,22950,77500,10140,29900,54800,54600,173300,124300,262000,86700,72600,164500,40400,29850,81400,65900,82000,140900,69200,16190,136900,9500,106300,47500,11020,57700,314000,36050,5710,60100,28950,40900,35450,56700,6860,137700,19170,314500,105000,35150,39900,52200,30300,82300,36350,9200,78200,181900,56100,34500,5990,28300,73800,43900,93000,26900,120800,63500,46200,28200,98300,5840,63800,94900,14640,77700,37000,387500,50100,99900,27200,220500,57000,80800,18890,6700,2415,21250,35900,29250,203000,49000,8980,44400,19360,77700,1582,234000,33000,454000,64000,406000,21300,22350,394000,84100,4150,95700,59800,125700,8640,34700,37200,61600,66800,159600,33000,107400,4460,32100,12480,30800,4720,21050,37700,45750,73400,14100,44800,17960,44750,6900,51700,50300,580000,12490,16510,105700,11730,13040,83400,31350,45600,14660,12620,711000,153400,18910,18500,10900,55000,23050,40550,33200,45300,73500,11880,119100,19320,53500,15690,14690,19450,17480,25050,9010,29050,25600,7960,48050
2023-04-25,63600,551000,85500,786000,742000,706000,201000,86600,186100,379500,56000,165400,347500,237500,105900,49750,108900,35650,175100,86400,65700,42100,18560,163100,22400,86000,260500,230500,47750,139700,524000,109800,18100,191500,20800,45600,118300,609000,11920,356000,22700,77000,10170,30000,53600,55100,169200,120600,257500,85800,71200,168100,39550,29800,76900,64500,85400,140600,69700,16200,138000,9260,110500,47350,11070,59500,309000,36550,5680,59400,27500,40950,34550,56500,6830,136500,18930,306500,101700,36400,39350,50600,30200,79000,37800,9190,77700,185400,55800,34250,5920,27950,73700,42650,92000,26900,119600,61500,44800,28550,98100,5790,62000,92200,14920,78600,36200,387000,48300,99300,26800,211000,57200,80400,18870,6770,2485,20400,35600,28550,203000,49600,9170,44350,19220,77900,1542,227500,32150,456000,65200,397500,21050,22100,379500,87000,4070,94500,61300,124000,8910,35250,37800,61900,66000,157300,33000,106100,4440,32650,12450,30350,4675,20750,37000,44250,72000,13710,44150,17780,43700,6940,50800,49750,571000,12200,16260,105000,11280,12930,84100,30350,44700,14550,12250,704000,147000,18840,18100,10840,55600,22700,39650,32400,44600,71400,11900,117600,19080,53000,15560,14450,19460,17590,24900,8870,28100,25250,7760,48000
2023-04-26,64100,567000,87400,783000,727000,703000,201500,85700,188100,371500,56500,165500,332500,222000,106200,48950,108400,35350,177500,85900,65600,42050,18420,163400,22200,85600,265000,225000,47500,139100,518000,108600,17100,190700,20300,44450,116400,617000,11750,367500,22650,75800,10070,30100,54200,53100,168400,120700,257500,86500,71400,162300,40400,29250,76100,64500,84200,143100,70800,15840,138000,9210,107900,47300,11200,56000,315000,35650,5640,58700,27050,40750,34400,56700,6810,135700,19030,310500,99700,34400,39350,49500,30050,77300,36750,9090,79600,183600,55000,34000,5990,27950,72600,43500,90700,26800,119800,61200,43650,27550,98400,5390,61000,93300,14450,73500,36300,395000,48250,97200,26650,211000,58100,81200,19000,6670,2495,22000,35250,27550,204000,47750,9410,44100,18980,77300,1497,219500,31100,463500,64200,394500,21200,22000,380000,83900,4120,94200,61000,125300,8640,34400,36250,56900,65500,156100,33600,109200,4440,31650,12540,29700,4665,20850,36800,43800,72000,13440,42700,17860,45650,6820,51100,49600,564000,12030,16400,104900,11440,12930,85500,30100,45100,15060,12430,703000,147600,18350,18050,10950,55000,22650,40100,32150,45250,73700,12150,121500,19440,52100,15900,14270,19400,17660,24500,8840,27900,25150,7720,47750
2023-04-27,64600,587000,88800,778000,741000,706000,202000,86600,188200,387000,55800,163200,340000,221500,107100,48250,107700,34900,178600,86300,64800,41650,18750,161900,22050,84700,264000,223500,47350,141300,517000,105600,16930,189100,20000,43800,116300,618000,11620,363000,22650,72900,10060,29900,56200,51200,167600,120200,265500,84100,70800,162000,40700,29900,77800,64400,83300,147500,67700,15200,136900,9140,111000,51200,11030,56600,308000,35850,5700,58900,27400,40850,34150,57200,6700,135000,18780,313000,99600,34750,39600,48750,29700,77300,36550,8950,79300,178000,53700,33450,5820,27700,70400,42650,92600,26600,119800,61600,40350,27000,96900,5330,61600,92400,14690,71500,36050,394500,46400,95600,26850,212000,56600,79800,18540,6570,2405,20650,35600,28650,204500,46250,9890,43650,18970,75900,1492,220500,30900,456000,66700,390000,21300,21950,379000,87100,4170,93800,61700,123700,8250,32700,35850,56500,65400,153300,33850,107800,4395,31300,12480,29400,4630,20450,37200,44300,71700,13750,44150,17870,44150,6720,50800,49350,563000,12070,16320,104800,11830,12780,84000,29750,44500,14610,12360,697000,143600,18210,18000,10880,54700,22750,39850,33050,44500,74200,11900,117000,19090,51900,15670,14230,19190,17860,24500,8520,27200,24800,7580,47900
2023-04-28,65500,581000,89500,781000,740000,691000,197500,84500,192300,377000,58100,160600,335000,217500,109600,49500,109300,34950,173100,87400,66300,41950,18680,162500,22000,85800,270000,225000,47700,143900,513000,109600,16690,192100,20400,45900,117300,623000,11730,377000,22850,74600,10060,30000,54500,47950,168100,123300,264500,84800,70400,163700,42450,29100,77300,64800,84000,144900,69000,14840,141000,9170,102700,51200,11020,54800,309500,36450,5680,59200,26800,41000,34500,57600,6940,136400,18900,323000,99400,32900,39700,49050,29800,75400,37550,9350,81500,186600,55100,33850,5850,28000,73400,43800,89600,26600,119800,60200,39550,26950,97600,5440,60500,91500,14140,70300,36600,396500,46450,93700,26800,222000,58400,79800,18490,6640,2480,20800,36650,27100,206000,46250,9860,44150,19210,77100,1492,222000,29900,462000,63200,388500,21600,22250,377000,78300,4215,93200,61300,123600,8360,33500,35700,56000,65900,155600,35200,110400,4500,31000,12610,29250,4660,20500,37050,42900,71300,13470,42400,18320,42750,6850,51700,49450,571000,11940,16560,105900,9420,12800,84700,29650,44650,14930,12480,698000,145000,18020,18050,10920,55000,22750,40450,32650,45300,77200,12050,116400,19440,53600,15600,14310,19580,16940,24950,8680,28600,25500,7940,48200
2023-05-02,65700,591000,90200,767000,746000,700000,201500,86900,193200,382000,58500,160400,352500,223000,109700,49500,109500,35450,179900,88600,67200,42400,19060,165400,22550,85100,284500,227500,48150,142800,521000,110700,16130,193600,20100,45150,119300,618000,11720,388000,23100,74100,10050,30650,55600,47100,171800,123400,264000,83800,71000,166500,41350,29150,78700,66100,81500,145000,69000,15010,145300,9320,107600,50900,11270,54600,310000,37250,5530,59800,28150,40650,34850,57500,6850,141500,19220,319000,99600,33950,40050,49900,29950,74300,37200,9280,87300,192000,55000,34250,5880,28250,72900,43450,92500,26950,119800,61000,41200,26250,98400,5300,60200,91400,14400,67800,36200,405000,46300,91100,27750,218500,58600,80700,18990,6710,2520,21100,36700,27800,213000,46750,10210,44200,19870,77500,1492,225000,30050,464500,65500,420500,20500,22500,412500,80700,4145,94300,61900,124300,8360,33600,35500,57700,67500,152500,35200,107400,4755,31200,12770,30200,4735,20300,37800,43400,72200,13780,45150,19160,44000,6910,53000,50700,572000,12040,16760,107300,10190,13070,86700,31500,45650,15050,12500,700000,147200,18210,18170,11250,56100,22900,40500,33000,46000,77100,12040,120400,19500,54500,15910,14800,19680,17400,25400,8500,29100,25250,7840,49050
2023-05-03,65400,567000,89800,775000,726000,684000,201000,86500,192600,380000,58300,159000,345000,221000,109700,48300,109300,34850,175800,88600,67200,41550,18830,163900,24100,86200,294500,227000,47900,143300,512000,109300,15570,192900,19990,45800,118100,586000,11560,392500,22950,72600,9900,30450,56900,45500,170400,115500,264000,83800,71400,166900,41750,28650,83500,66200,81400,145200,68300,14760,146400,9210,106900,51400,11070,54000,313000,36050,5380,59300,27900,40300,34600,57500,6810,135900,19030,316500,97800,34650,39300,49100,29750,72800,37000,9230,85800,188800,54400,33900,6010,28050,71100,40500,91700,26800,119800,60000,41350,25450,97400,5120,64000,90400,14300,66700,33200,408000,45000,90100,26900,222000,58500,79900,18980,6630,2455,20800,35750,27300,209000,44550,10300,44450,20050,77900,1492,222000,29450,468000,63900,422000,20100,22400,416000,81700,4090,91100,61200,122000,8230,33650,34950,56800,66400,150800,35100,109900,4640,30000,12710,30300,4685,20350,37000,42200,72000,13810,43700,19000,43050,6870,52200,49700,572000,11890,16820,106200,9790,12940,84500,30750,44700,14750,12420,697000,141100,17780,17810,11280,54800,23250,39550,32650,47900,74800,12020,124000,19380,55100,15610,14760,19370,16950,25050,8500,28000,25000,7800,48050
2023-05-04,65100,564000,88700,797000,731000,684000,199200,85900,196100,379000,57200,163000,338500,218000,109900,48700,109200,35050,179000,89100,66800,41600,19000,164100,23550,85100,292500,227000,48100,137700,508000,108100,15810,198300,20050,45700,118500,587000,11650,387500,22850,72400,10020,30450,57200,45750,170500,115700,259500,82600,83100,166600,41800,28500,84100,68000,80100,144900,72900,14630,147800,9330,105100,52000,11100,53100,309500,35600,5350,57900,27950,40450,34450,58500,6790,135700,18830,329500,98200,33550,39400,49150,29750,74800,37050,9230,84100,189000,53400,34350,5900,28050,70200,43050,91800,26700,119800,60400,41300,25200,97700,5150,62500,90300,14150,66700,33200,406500,44800,89000,26950,221500,57900,79600,18980,6630,2445,21800,36250,27100,208000,44750,10720,45150,19960,79500,1492,223500,30300,462500,64600,423000,20650,22500,411500,81600,4105,93000,62500,126400,8290,35900,35800,56900,66700,149200,35450,114000,4595,30550,12660,30900,4770,22550,37400,42650,74600,13670,43100,18860,42700,6890,51300,48250,563000,11790,16470,105500,9540,12900,86700,30400,44950,15110,12320,697000,142000,17850,18360,11000,55800,22950,39500,32600,47900,75200,12150,120500,19370,54400,16040,14800,19700,16650,25100,8780,28550,25100,7850,47700
2023-05-08,65900,558000,88700,788000,726000,684000,202500,87100,207000,367500,57700,162400,321500,221500,110800,49250,112300,35750,185000,90200,67400,42300,19010,166900,24400,85600,279000,232000,48550,140000,509000,108900,15810,203000,20050,45450,118900,587000,11770,395500,22850,73300,10100,30750,58700,45750,169700,116200,273500,84100,77700,166400,42100,29250,84200,67600,81800,147800,70400,15130,143900,9490,105000,51800,11170,54500,322500,35700,5430,58900,27900,41150,35600,57600,6920,135700,18880,321500,100100,34200,39800,49500,30150,72900,37700,9370,82500,186100,55800,35100,6030,28550,71300,41500,93500,26950,119800,62400,41900,25400,99200,5210,61300,90400,14230,67000,32700,402500,46500,91700,27100,223000,57900,81300,18980,6720,2500,21450,36800,27500,209500,45250,10150,45550,20550,80200,1492,223000,30250,470000,64700,418000,21600,22700,409500,80500,4355,94500,61700,132000,8350,35050,35750,57700,67100,151500,36100,113500,4900,30700,12920,31000,4845,22250,37200,43800,74100,13670,43100,18230,43200,6960,52400,49950,583000,11920,16720,107000,9710,12950,87100,30350,46150,15200,12560,700000,141400,18420,18240,10860,56200,23050,39400,32450,47850,75400,12950,118500,19770,54800,16430,14900,19670,16700,25400,8790,29700,25250,8010,49150
2023-05-09,65300,563000,87300,788000,722000,680000,205000,87600,211000,372000,57500,171800,317000,224000,111000,49150,111900,35550,189000,90100,66700,42200,19240,167700,24750,85600,277500,230500,48600,138800,509000,113300,15540,201000,19980,44700,118600,578000,11820,394000,22700,72900,10120,31250,58300,44700,169900,115800,270500,88400,81900,166800,42350,29850,83400,67100,81600,146400,71300,15110,141000,9600,102000,51100,11250,50700,318500,36200,5610,59200,26850,40750,35500,57700,6930,135100,18680,320500,99500,33700,39700,49850,30300,77700,37300,9360,81400,185200,55600,34600,5990,28650,72000,41800,92300,27000,119800,61100,41750,26550,99200,5130,59500,89300,14050,67400,32200,403000,47000,91200,27150,217500,58500,81900,19000,6690,2540,21300,37050,27250,209000,45850,10260,45050,20450,82300,1492,219500,30200,462500,64100,410000,21550,23600,405500,78000,4325,93900,61900,130100,8310,36500,35750,58400,67700,152300,36150,114200,4765,30900,12790,30900,4785,22150,37500,42050,74100,13530,41900,18590,42000,6990,52100,49400,578000,11730,16560,107300,9600,12880,87000,29950,47300,15120,12480,703000,139400,18130,17970,10670,55400,22850,39100,30800,47450,74200,12630,117400,19740,54100,16150,14400,19600,17270,25650,8820,30850,25150,8030,50400
